seminar_id,university,discipline,seminar_name,treatment,clicked,num_click_sources
003ac8-0efc4e-2f,Binghamton University,Mathematics,Arithmetic Seminar,0,1,1
005d0a-caf943-2a,Montana State University,Mathematics,Applied Mathematics Seminars,1,0,0
008535-f3cced-21,University of Wisconsin-Madison,Mathematics,Logic,0,1,1
008cef-9bdf9c-0d,University of Wisconsin-Madison,Physics,Plasma Theory Seminar,0,0,0
00aa10-e8beff-4c,University of Georgia,Mathematics,Geometry,1,0,0
00b316-d7200e-fd,"University of California, Irvine",Mathematics,Nonlinear PDEs Seminar,0,1,1
011abf-b70a67-65,Rutgers University-New Brunswick,Physics,Geometry & Physics Seminar,0,1,1
011ce3-f043e2-21,Kansas State University,Physics,Colloquium,1,1,2
011e14-875572-14,University at Buffalo,Computer Science,CSE Symposia,0,0,0
01dcca-7bbb99-e5,Stony Brook University,Physics,Nuclear Theory Seminar,1,0,0
01de47-a88483-6e,Ohio University,Physics,Nanoscale Quantum Phenomena Institute Seminar,1,1,1
01fa01-187e22-7b,Duke University,Mathematics,Colloquium,0,0,0
02178a-edb0b8-b1,"University of California, Irvine",Physics,Particle Physics Seminar,1,0,0
022725-6d33b2-9b,Louisiana State University,Mathematics,Control and Optimization Seminar,1,1,1
024587-53f55d-3d,Colorado State University,Mathematics,Number Theory Lab,1,1,2
024600-71da61-b1,University of Memphis,Mathematics,Combinatorics Seminar,0,0,0
0246a9-3c736f-77,Clemson University,Mathematics,SMSS Seminar,1,0,0
0248f3-7f4441-14,Tufts University,Mathematics,Geometric Group Theory and Topology Seminar,0,0,0
028dbb-5175b2-50,University of Virginia,Mathematics,Number Theory Seminar,0,1,1
02bc35-6c731d-77,Carnegie Mellon University,Computer Science,Systems Design and Implementation (SDI) Seminar Series,0,1,1
03392d-63bd38-9a,University of Connecticut,Mathematics,Mathematics Colloquium,1,0,0
0343da-985cf4-0e,University of Chicago,Mathematics,Geometry/Topology Seminar,0,1,2
037913-25d3de-fa,University of Washington,Mathematics,Number Theory Seminar,1,1,1
037aee-5187c5-4b,Dartmouth College,Mathematics,Topology Seminar,1,1,1
039b0a-0cb93e-f6,Arizona State University,Mathematics,Data-Oriented Mathematical and Statistical Sciences (DoMSS) seminar,0,1,2
03a7c7-525fe4-c2,University of Nebraska-Lincoln,Chemistry,Chemistry Colloquium,1,0,0
03fa38-199b92-45,University of Colorado Boulder,Mathematics,Geometry Analysis Seminar,0,1,1
045e8a-441431-f5,"University of California, Davis",Mathematics,Algebra & Discrete Mathematics Seminar,0,1,2
048afd-b56b8b-7b,University of Cincinnati,Mechanical Engineering,Speakers,0,0,0
04b408-f784d7-ac,Texas A&M University,Mathematics,Number Theory Seminar,1,0,0
058042-a002d6-1f,University of Illinois Chicago,Physics,Physics Seminar,1,0,0
058e33-5258a5-fd,Boston University,Physics,Bio/CM Seminar,0,0,0
059130-ac3c3e-80,North Carolina State University,Mathematics,Colloquium,1,1,1
059b2e-0ac028-51,North Carolina State University,Mathematics,Geometry and Topology Seminar,1,1,1
05feb1-c7c890-af,Binghamton University,Mathematics,Combinatorics Seminar,0,0,0
0691a6-6ee969-47,Yale University,Computer Science,CS Colloquium,0,1,1
06af24-486e60-04,University of Massachusetts Amherst,Mathematics,Geometry & Geometric Analysis Seminar,0,1,1
06d591-975592-48,New York University,Mathematics,Mathematics Colloquium,0,1,1
06e46a-f64c31-d5,"University of California, San Diego",Mathematics,Algebra Seminars,1,0,0
070c95-519ed4-ac,University of Illinois Urbana-Champaign,Physics,"Astrophysics, Relativity and Cosmology Seminar",1,1,2
076f84-2e12fe-78,University of Wisconsin-Madison,Chemistry,Chemical Biology Seminars,1,1,1
078e81-afde7a-ca,Syracuse University,Physics,Soft Matter and Biological Physics Seminar,1,0,0
07a019-01ca44-a1,Brown University,Physics,Colloquium,1,1,1
07b159-e11b6a-30,University of Tennessee,Chemistry,CHEM 501 Chemistry Seminar,0,0,0
0827ad-65389c-d1,University of Michigan,Mathematics,RTG Seminar on Number Theory,1,1,2
0829eb-fb5608-35,Cornell University,Computer Science,Systems Lunch,0,1,1
082a7c-cef7a5-58,Kent State University,Mathematics,Informal Analysis Seminar,0,0,0
084aec-dcee6d-fb,Purdue University,Physics,Astrophysics Seminars,0,0,0
086a11-532139-0c,"University of California, Los Angeles",Mathematics,Math Machine Learning Seminar,0,0,0
08783c-af46b5-41,New York University,Mathematics,Geometric Analysis and Topology Seminar,0,1,1
089265-dd6228-06,University of Alabama in Huntsville,Mathematics,Mathematical Sciences Colloquium Series,0,1,2
0895f9-067ce7-da,Purdue University,Physics,"Atomic, Molecular, Optical Seminars",0,0,0
08af46-bd4f45-0b,University at Buffalo,Mathematics,Analysis Seminar,0,1,1
08b2ad-871b53-22,University of North Carolina at Chapel Hill,Mathematics,Physically Inspired Mathematics Seminar,1,1,1
08de03-74568d-14,Colorado School of Mines,Physics,Colloquia,0,0,0
08f577-df1d13-90,University of Wisconsin-Madison,Mathematics,Applied and Computational Math,0,1,1
091e6a-43893d-19,Rutgers University-New Brunswick,Mathematics,Topology/Geometry Seminar,0,1,1
09516c-97650f-f5,Duke University,Mathematics,Research Training Group (RTG) Seminars,0,0,0
0966b8-833dd9-cb,University of Houston,Mathematics,Data-Enabled Science Seminar,1,1,1
0981bb-fbb99c-8f,"University of California, Santa Cruz",Physics,Colloquium,1,0,0
09adbe-115b9f-19,Princeton University,Mathematics,Algebraic Geometry Seminar,0,0,0
09b181-e94a8e-ed,University of Wisconsin-Madison,Chemistry,Inorganic Chemistry Seminars,1,1,1
0a3ef5-5c69a6-2b,University of Wisconsin-Madison,Physics,Physics Department Colloquium,0,0,0
0a7e6f-67877c-29,Princeton University,Mathematics,PACM Colloquium,0,0,0
0a9d77-f684ff-8a,"University of California, Irvine",Physics,Plasma Physics Seminar,1,0,0
0ab2fa-d49365-83,Columbia University,Mathematics,Informal Mathematical Physics Seminar,1,0,0
0ac71a-1f1cf9-c8,Cornell University,Mathematics,Number Theory Seminar,0,1,1
0ad6ec-dc61be-74,Virginia Tech,Mathematics,Math Education Seminar,0,1,1
0ae6a3-c63ba2-2a,Georgetown University,Physics,Colloquia,0,0,0
0b179f-1a779c-6d,Ohio State University,Mathematics,Number Theory Seminar,1,0,0
0b2346-47908a-b7,Binghamton University,Mathematics,Statistics Seminar,0,0,0
0b50a1-c7cfd7-82,Brandeis University,Physics,Physics Department Colloquia,1,1,1
0b98ab-7656c6-1d,University of Chicago,Chemistry,Chemistry Colloquia,1,1,2
0bc297-6655d5-c0,"University of California, Riverside",Computer Science,Distinguished Lecture Series,0,0,0
0c5861-7c2846-26,Indiana University Bloomington,Chemistry,Physical,0,0,0
0c8b29-4d8ba9-d4,University of Michigan,Mechanical Engineering,Mechanical Engineering Seminar Series,1,0,0
0c9de2-68d4f1-d0,Tulane University,Mathematics,Mathematics Colloquium,1,0,0
0cd47b-0e5d48-e0,"University of California, Santa Cruz",Mathematics,Geometry & Analysis Seminar,1,1,1
0cee9c-4400fb-97,Northeastern University,Mathematics,Topology Seminar,1,1,1
0d05ee-10e108-0d,Iowa State University,Mathematics,Algebra and Geometry Seminar,0,0,0
0d091a-267479-aa,University of Georgia,Chemistry,Inorganic Seminar,0,1,1
0d2528-e3e71f-da,Princeton University,Mathematics,Number Theory Working Seminar,0,0,0
0d5de8-0d34b8-22,Auburn University,Mathematics,Department Colloquia,0,1,1
0d64a1-dedf3f-60,"University of California, San Diego",Chemistry,Chem Ed,0,1,1
0db08a-23f095-ba,University of Notre Dame,Physics,Particle Physics Seminar,0,1,1
0e637f-95892d-6d,Vanderbilt University,Physics,Physics Colloquium,0,0,0
0eaac3-793b30-4d,University of Wisconsin-Madison,Mathematics,Geometric Analysis Reading Seminar,0,0,0
0eaf7b-fbc084-ab,Cornell University,Mathematics,Topology and Geometric Group Theory Seminar,0,1,1
0ec2f7-fd40f2-2f,University of Southern California,Mathematics,Mathematics Colloquium,0,1,2
0ec491-20fe6b-d0,California Institute of Technology,Physics,Chemical Physics Seminars,0,1,1
0f01ed-8508d6-07,"University of California, Los Angeles",Physics,Condensed Matter Physics Seminars,1,1,1
0f0a7a-345883-3c,University of Florida,Mathematics,Analysis and Probability Seminar,0,1,2
0f24d1-7ccc62-8e,University of Missouri,Mathematics,Differential Equations Seminar,0,1,2
0f2f5e-c8e178-db,California Institute of Technology,Chemistry,CCE Seminars: Inorganic-Organometallic Seminar,0,1,1
0f3b3e-9b0550-4c,University of Arizona,Mathematics,IAB Colloquium,1,1,1
0f5c65-8df78f-ce,"University of California, Berkeley",Mathematics,"Seminar 217, CDAR Risk Seminar",1,1,1
0f9b3d-fcc0d4-5e,University of Michigan,Mathematics,Colloquium Series,1,1,1
0fa505-face0a-59,"Graduate Center, CUNY",Mathematics,NYC Geometry Seminar,1,1,1
10858b-fc8543-e6,Brandeis University,Computer Science,Computer Science Seminars,0,1,1
10d866-56146b-9d,"University of California, Los Angeles",Chemistry,Jeffrey I. Zink Inorganic Chemistry Seminar Series,1,0,0
10e2eb-1ed185-c0,University of Missouri,Mathematics,Pre-print Algebra Seminar,0,1,1
1194d0-7e014e-48,University of Georgia,Mathematics,Math Colloquium,1,0,0
119ae7-646532-6c,"University of California, San Diego",Chemistry,Special Seminar,0,1,1
11a9ad-20255e-57,"University of California, Los Angeles",Mechanical Engineering,Fluid Mechanism Seminar,0,0,0
11b003-d5eaf2-f8,Washington State University,Chemistry,Events & Seminars,1,0,0
11de47-300d27-53,Syracuse University,Chemistry,Chemistry Colloquium,1,1,2
123a1a-2a31c8-a1,California Institute of Technology,Mechanical Engineering,Mechanical and Civil Engineering Seminar,1,1,1
124b83-56b845-1b,"University of California, San Diego",Chemistry,Department Colloquia,0,1,1
12586a-a1faa7-b5,Carnegie Mellon University,Computer Science,Software Research Seminar (SSG),0,1,2
127ee4-f4f08b-b5,Carnegie Mellon University,Computer Science,Artificial Intelligence Seminar,0,1,1
1285a6-8fe8c1-93,University of Chicago,Mathematics,Patrick Billingsley Lectures in Probability,0,1,1
12d4e7-bdfb96-da,"University of California, San Diego",Mathematics,Probability Seminars,1,1,1
12deb4-1b70d7-8b,University of Arizona,Mathematics,"Modeling, Computation, Nonlinearity, Randomness and Waves Seminar",1,1,1
12f461-b39d81-77,Rutgers University-New Brunswick,Mathematics,Complex Analysis and Geometry Seminar,0,1,2
134bf3-98037b-2d,Northwestern University,Mathematics,Probability Seminar,1,0,0
1364a7-bafdca-99,University of Louisville,Physics,Physics Colloquium,1,1,1
13c4c8-fd1c57-d9,Tufts University,Mathematics,Colloquium Series,0,0,0
13d150-3314b9-4a,University of Virginia,Chemistry,Seminars,0,1,2
13d5b1-86734f-f1,"University of California, Davis",Mathematics,William Thurston Lectures,0,1,1
140dcc-499b35-b5,Harvard University,Computer Science,TOC Seminar,1,0,0
141fdc-305d40-35,Boston College,Mathematics,Algebraic Geometry Seminar,0,1,1
142e80-600353-9e,University of Houston,Mechanical Engineering,Seminars,0,1,1
1451db-5f5159-60,Columbia University,Mathematics,Department Colloquium,1,1,1
14568e-f0fc54-c7,University of Arizona,Mathematics,Program in Applied Mathematics Brown Bag Seminar,1,1,1
145b13-d2c791-0d,"University of California, Santa Barbara",Computer Science,CS Talk,1,0,0
146216-51dccc-9e,University of Wisconsin-Madison,Chemistry,Organic Chemistry Seminars,1,1,1
14982d-3ad234-84,University of Pennsylvania,Mathematics,MathBio Seminar,0,1,1
14998a-814110-84,Boston University,Mathematics,Geometry and Physics Seminar,1,1,2
14bfbd-7f30c4-e4,University of Michigan,Computer Science,Theory Seminars,1,1,1
14d5b4-ddb3cf-f5,"University of California, Irvine",Mathematics,Distinguished Lectures,0,1,1
14eb82-27042c-2d,University of Georgia,Chemistry,Physical Seminar,0,1,1
14ee17-1608f4-cf,Dartmouth College,Mathematics,Algebra and Number Theory Seminar,1,1,2
1545aa-d0dbd0-ff,Virginia Tech,Physics,Soft Matter and Biological Physics Seminar,0,0,0
154975-f8ef1f-3d,"University at Albany, SUNY",Physics,Physics Seminars,1,0,0
158842-d0c47c-1e,Stony Brook University,Physics,Worlds of Physics,1,0,0
159c40-1d68a4-b9,Princeton University,Mathematics,Joint PU/IAS Analysis Seminar,0,0,0
16094b-ee728c-74,Montana State University,Chemistry,Chemistry and Biochemistry Seminars,1,1,1
1632fe-2b7e08-47,Boston University,Physics,Departmental Seminar,0,0,0
164d63-ee9263-b7,New York University,Mathematics,Analysis Seminar,0,0,0
166b41-73e4f7-90,New York University,Mathematics,MaD Seminar,0,1,1
167259-627a63-2d,University of Arizona,Chemistry,BCP Journal Club Seminar,0,0,0
169a4f-3f7d3a-58,Massachusetts Institute of Technology,Mathematics,SIAM Seminar,0,1,1
169d47-d02bdf-10,Ohio State University,Mathematics,Algebraic Geometry Seminar,1,1,1
16c3a3-87dca3-e5,University of Oklahoma,Mathematics,Geometry and Topology Seminar,1,1,2
16d531-009c16-7d,"University of California, Berkeley",Mathematics,Applied Math Seminar,1,1,1
174cb3-09ac2c-14,"University of California, Irvine",Mathematics,Mathematical Physics Seminar,0,1,1
174d30-df924d-c4,University of Delaware,Mathematics,Discrete Mathematics/Algebra Seminar,1,0,0
175f93-30c4bc-eb,"University of California, Irvine",Physics,Astrophysics Seminar,1,0,0
17d7ca-b1b021-12,Virginia Tech,Physics,Condensed Matter Seminars,0,0,0
183479-ce7cba-a1,University of Missouri,Chemistry,Colloquium Seminars,1,1,1
18a52c-75b384-f8,"University of California, San Diego",Mechanical Engineering,Biomechanics & Medical Devices,0,1,1
18fabd-3843fa-ee,Dartmouth College,Mathematics,Colloquium,1,1,2
191a70-d4123f-ad,Georgia Institute of Technology,Physics,School of Physics Seminar,1,1,1
1934c0-46decf-60,George Mason University,Chemistry,Seminars,1,0,0
1943bd-dd3040-8d,University of Michigan,Physics,Complex Systems,1,1,1
1951a2-70cac7-f3,Colorado State University,Chemistry,Organic Seminars,1,0,0
1956fd-b9715d-44,University of Minnesota,Mathematics,Combinatorics Seminar,1,0,0
19711a-a99c34-9a,"University of California, Berkeley",Chemistry,G. N. Lewis Memorial Lecture,1,1,1
1981a8-ac4c1d-f7,Montana State University,Mathematics,Colloquiua,1,0,0
198c52-06192d-14,University of Georgia,Mathematics,MALT Seminar,1,0,0
198cf5-803383-9e,Yale University,Mathematics,Applied Mathematics/Analysis Seminar,0,0,0
19c3a6-009880-48,Michigan State University,Physics,High Energy Physics Seminar,0,1,1
1a21b3-f88892-9e,University of Illinois Urbana-Champaign,Chemistry,Chemical Biology Seminars,0,0,0
1a79c5-a87c6f-25,Virginia Tech,Physics,Astronomical Sciences Seminar,0,0,0
